,Unnamed: 0,budget,id,release_date,revenue,runtime,title,genre,profit,made_money,cast_0,cast_1,cast_2,cast_3,cast_4,director,writer,releases,cast_rev,cast_prof,cast_films,cast_prof_films,dir_rev,dir_prof,dir_films,dir_prof_films,writ_rev,writ_prof,writ_films,writ_prof_films,compet_cast_rev,compet_cast_prof,compet_cast_films,compet_cast_prof_films,compet_dir_rev,compet_dir_prof,compet_dir_films,compet_dir_prof_films,compet_writ_rev,compet_writ_prof,compet_writ_films,compet_writ_prof_films,adj_budget,cast_dir_avg_rev,month,year,decade,season,fall,spring,summer,winter,Action,Adventure,Animation,Comedy,Crime,Drama,Family,Fantasy,History,Horror,Music,Mystery,None,Romance,Science Fiction,Thriller,War,Western,compet_budget,compet_cast_dir_avg_rev,compet_adj_budget
0,0,4000000.0,5,1995-12-09,4300000.0,98.0,Four Rooms,Crime,300000.0,1,Tim Roth,Antonio Banderas,Jennifer Beals,Madonna,Marisa Tomei,Allison Anders,Allison Anders,30,52386492.25,35736492.25,9.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,101749786.69122334,75626094.21675645,15.166666666666664,9.333333333333334,40462118.472222224,26476007.36111111,1.8333333333333333,1.0,17444689.150000002,8161355.816666666,1.3333333333333333,0.5,22193246.125,26193246.125,12,1995,1990,winter,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,35000000.0,71105952.58172278,36105952.58172278
1,1,11000000.0,11,1977-05-25,775398007.0,121.0,Star Wars,Adventure,764398007.0,1,Mark Hamill,Harrison Ford,Carrie Fisher,Peter Mayhew,Anthony Daniels,George Lucas,George Lucas,67,4420000.0,2820000.0,1.0,1.0,71218500.0,70441500.0,2.0,2.0,71218500.0,70441500.0,2.0,2.0,18184019.375,14196519.375,5.0,4.0,0.0,0.0,0.0,0.0,15473333.0,-4526667.0,1.0,0.0,26819250.0,37819250.0,5,1977,1970,summer,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4300000.0,9092009.6875,4792009.6875
2,2,94000000.0,12,2003-05-30,940335536.0,100.0,Finding Nemo,Animation,846335536.0,1,Albert Brooks,Ellen DeGeneres,Alexander Gould,Willem Dafoe,Brad Garrett,Andrew Stanton,Andrew Stanton,62,69915279.17307693,43896048.40384615,15.0,9.0,0.0,0.0,0.0,0.0,474480661.3333333,366147328.0,3.0,3.0,72575308.90344377,37616625.31355589,13.6,9.8,35387793.82666667,22661127.16,1.4,1.2,34690139.05,25801639.05,0.7,0.7,-59042360.41346154,34957639.586538464,5,2003,2000,summer,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35166189.8,53981551.36505522,18815361.56505522
3,3,55000000.0,13,1994-07-06,677945399.0,142.0,Forrest Gump,Comedy,622945399.0,1,Tom Hanks,Robin Wright,Gary Sinise,Mykelti Williamson,Sally Field,Robert Zemeckis,Eric Roth,39,50778678.75,37076595.41666666,14.0,12.0,192273625.0,155106958.33333334,6.0,6.0,0.0,0.0,0.0,0.0,78070736.13501875,60592118.74447279,13.142857142857142,10.857142857142858,44212135.96428572,32179993.10714286,1.1428571428571428,1.1428571428571428,114531727.42857143,97073394.09523807,1.5714285714285714,1.5714285714285714,66526151.875,121526151.875,7,1994,1990,summer,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50714285.71428572,61141436.04965223,10427150.335366517
4,4,15000000.0,14,1999-09-15,356296601.0,122.0,American Beauty,Drama,341296601.0,1,Kevin Spacey,Annette Bening,Thora Birch,Wes Bentley,Mena Suvari,Sam Mendes,Alan Ball,54,57766899.92592593,20692825.85185185,16.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68815496.70689122,40229396.49176377,11.666666666666664,8.166666666666666,19884734.97222222,8995846.083333334,0.5,0.3333333333333333,77657962.3125,63345462.3125,0.6666666666666666,0.5833333333333334,13883449.962962965,28883449.96296297,9,1999,1990,fall,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,31050000.0,44350115.839556724,13300115.839556724
5,5,12800000.0,16,2000-05-17,40031879.0,141.0,Dancer in the Dark,Drama,27231879.0,1,Björk,Catherine Deneuve,David Morse,Peter Stormare,Joel Grey,Lars von Trier,Lars von Trier,9,103447479.58333331,80072479.58333334,7.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68035622.17655009,42630477.53766121,11.75,8.5,25364929.8125,17677429.8125,0.5,0.5,6546210.78125,3318085.78125,0.625,0.375,38923739.79166666,51723739.79166666,5,2000,2000,summer,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,41437500.0,46700275.994525045,5262775.994525045
6,6,90000000.0,18,1997-05-07,263920180.0,126.0,The Fifth Element,Adventure,173920180.0,1,Bruce Willis,Gary Oldman,Ian Holm,Milla Jovovich,Chris Tucker,Luc Besson,Robert Mark Kamen,56,42052886.770833336,24846134.645833336,20.0,10.0,0.0,0.0,0.0,0.0,58894706.0,44894706.0,3.0,3.0,70615332.33472222,43549186.19274692,7.5,5.166666666666667,98751653.26666668,90251653.26666668,1.0,1.0,20596855.666666668,16949522.333333332,0.3333333333333333,0.16666666666666666,-68973556.61458333,21026443.385416668,5,1997,1990,summer,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38916666.666666664,84683492.80069445,45766826.13402779
7,7,140000000.0,22,2003-07-09,655011224.0,143.0,Pirates of the Caribbean: The Curse of the Black Pearl,Adventure,515011224.0,1,Johnny Depp,Geoffrey Rush,Orlando Bloom,Keira Knightley,Jack Davenport,Gore Verbinski,Ted Elliott,61,67754031.70555556,47313163.06666666,18.0,10.0,185883161.0,142883161.0,2.0,2.0,170043189.33333334,81709856.0,3.0,2.0,87605281.12741497,50784903.3836508,14.714285714285715,10.857142857142858,139677257.1714286,91805828.6,2.0,1.8571428571428568,69927245.92857143,49415341.16666667,1.0,0.8571428571428571,-13181403.64722222,126818596.35277778,7,2003,2000,summer,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86835714.28571428,113641269.14942178,26805554.863707498
8,8,30000000.0,24,2003-10-10,180949045.0,111.0,Kill Bill: Vol. 1,Action,150949045.0,1,Uma Thurman,Lucy Liu,Vivica A. Fox,Daryl Hannah,David Carradine,Quentin Tarantino,Quentin Tarantino,63,71028412.9,35126746.23333333,20.0,9.0,126800962.0,116800962.0,2.0,2.0,88627825.0,77794491.66666667,3.0,2.0,97148979.8901212,60799529.30810045,21.0,14.444444444444445,21192142.55555556,5359559.222222222,2.4444444444444446,2.1111111111111107,10519947.444444444,6131058.555555556,0.3333333333333333,0.3333333333333333,68914687.45,98914687.45,10,2003,2000,fall,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30822222.222222224,59170561.22283839,28348339.000616163
9,9,72000000.0,25,2005-11-04,96889998.0,123.0,Jarhead,Drama,24889998.0,1,Jamie Foxx,Jake Gyllenhaal,Scott MacDonald,Lucas Black,Peter Sarsgaard,Sam Mendes,William Broyles Jr.,46,65565236.54166667,33013153.20833333,15.0,10.0,356296601.0,341296601.0,1.0,1.0,358724836.5,282724836.5,2.0,2.0,160384281.13773912,117102095.92091256,13.571428571428573,10.285714285714286,55274609.07142858,42003869.071428575,2.4285714285714284,1.5714285714285714,111663511.96428572,97099226.25,2.142857142857143,1.2857142857142858,138930918.77083334,210930918.7708333,11,2005,2000,winter,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,65142857.14285714,107829445.10458386,42686587.96172672
10,10,31500000.0,28,1979-08-15,89460381.0,147.0,Apocalypse Now,Drama,57960381.0,1,Martin Sheen,Marlon Brando,Robert Duvall,Frederic Forrest,Sam Bottoms,Francis Ford Coppola,Michael Herr,19,59932095.3888889,52910595.388888896,13.0,11.0,117362137.0,110495470.33333331,3.0,3.0,0.0,0.0,0.0,0.0,36251676.81944444,34974676.81944444,3.333333333333333,3.333333333333333,0.0,0.0,0.0,0.0,7588360.333333332,3588360.333333333,0.3333333333333333,0.3333333333333333,57147116.19444445,88647116.19444445,8,1979,1970,fall,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6833333.333333333,18125838.40972222,11292505.076388888
11,11,14000000.0,33,1992-08-07,159157447.0,131.0,Unforgiven,Western,145157447.0,1,Clint Eastwood,Gene Hackman,Morgan Freeman,Richard Harris,Jaimz Woolvett,Clint Eastwood,David Webb Peoples,16,31173341.667532466,18473209.09177489,33.0,28.0,35900323.25,25847198.25,8.0,8.0,0.0,0.0,0.0,0.0,35762573.87932901,21312559.5254329,5.7272727272727275,3.3636363636363638,31600881.147727273,22580933.875,1.9090909090909087,1.4545454545454546,7522339.7272727275,5113248.818181818,0.4545454545454545,0.2727272727272727,19536832.458766233,33536832.458766233,8,1992,1990,fall,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,16500000.0,33681727.51352814,17181727.51352814
12,12,75000000.0,35,2007-07-27,527068851.0,87.0,The Simpsons Movie,Animation,452068851.0,1,Dan Castellaneta,Julie Kavner,Nancy Cartwright,Yeardley Smith,Hank Azaria,David Silverman,Matt Groening,10,116827475.55555554,76938586.66666667,5.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,104603190.47489056,64451260.41123623,34.25,23.75,44225872.25,20085872.25,1.5,1.25,47245646.25,24922312.41666667,1.5,1.5,-16586262.222222233,58413737.77777777,7,2007,2000,summer,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37000000.0,74414531.36244528,37414531.36244528
13,13,20000000.0,38,2004-03-19,72258126.0,108.0,Eternal Sunshine of the Spotless Mind,Science Fiction,52258126.0,1,Jim Carrey,Kate Winslet,Kirsten Dunst,Mark Ruffalo,Elijah Wood,Michel Gondry,Charlie Kaufman,14,259634719.12000003,210941385.7866667,35.0,25.0,0.0,0.0,0.0,0.0,27832384.5,11832384.5,2.0,2.0,112450165.07897656,72915880.25585552,20.444444444444443,13.666666666666664,45153222.0,30089972.0,1.5555555555555556,1.3333333333333333,94366108.72222222,64513969.83333334,2.1111111111111107,1.8888888888888888,109817359.56000002,129817359.56000002,3,2004,2000,spring,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,45472222.222222224,78801693.53948829,33329471.317266062
14,14,200000000.0,58,2006-06-20,1065659812.0,151.0,Pirates of the Caribbean: Dead Man's Chest,Adventure,865659812.0,1,Johnny Depp,Orlando Bloom,Keira Knightley,Stellan Skarsgård,Bill Nighy,Gore Verbinski,Ted Elliott,20,172324709.38916665,113545502.65833336,32.0,18.0,342259182.0,266925848.66666663,3.0,3.0,291285198.0,190035198.0,4.0,3.0,111476493.28692012,79186310.72992124,18.7,14.6,55631524.46666668,40128191.13333334,0.9,0.6,6788266.1,288266.1,0.3,0.2,57291945.69458333,257291945.69458333,6,2006,2000,summer,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37702900.0,83554008.8767934,45851108.8767934
15,15,32000000.0,59,2005-09-23,60740827.0,96.0,A History of Violence,Drama,28740827.0,1,Viggo Mortensen,Maria Bello,Heidi Hayes,Ashton Holmes,William Hurt,David Cronenberg,Josh Olson,9,145031706.19393942,103007463.76969697,21.0,16.0,17574138.8,6963738.8,5.0,2.0,0.0,0.0,0.0,0.0,102858444.27686176,65518304.60501716,14.65,10.1,46479344.76333334,26247092.38238095,1.7,1.1,37786884.05,25733217.23333333,0.6,0.55,49302922.49696972,81302922.49696971,9,2005,2000,fall,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,25470650.0,74668894.52009755,49198244.520097554
16,16,29500000.0,63,1995-12-29,168840000.0,129.0,Twelve Monkeys,Science Fiction,139340000.0,1,Bruce Willis,Madeleine Stowe,Brad Pitt,Christopher Plummer,David Morse,Terry Gilliam,David Webb Peoples,46,65117118.04476191,40693784.71142857,27.0,16.0,30781398.33333333,5571398.333333333,3.0,2.0,159157447.0,145157447.0,1.0,1.0,81807208.96482128,60407218.78754254,15.25,9.75,33156317.85416667,21245901.1875,1.75,1.0,24088102.2375,15663102.2375,1.125,0.5,18449258.18904762,47949258.18904762,12,1995,1990,winter,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,28188375.0,57481763.409493975,29293388.409493975
17,17,41000000.0,65,2002-11-08,242875078.0,110.0,8 Mile,Drama,201875078.0,1,Eminem,Mekhi Phifer,Brittany Murphy,Kim Basinger,Michael Shannon,Curtis Hanson,Scott Silver,43,45016157.44444444,15026258.454545455,16.0,7.0,102823322.0,72256655.33333333,3.0,3.0,0.0,0.0,0.0,0.0,187369246.37089947,149417368.06402117,11.166666666666664,8.666666666666666,200632674.5833333,159132674.58333334,0.8333333333333334,0.6666666666666666,92731321.91666669,76397988.58333333,0.6666666666666666,0.3333333333333333,32919739.722222224,73919739.72222222,11,2002,2000,winter,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,60833333.333333336,194000960.4771164,133167627.14378306
18,18,50000000.0,66,1997-02-14,50068310.0,121.0,Absolute Power,Crime,68310.0,1,Clint Eastwood,Gene Hackman,Ed Harris,Scott Glenn,Laura Linney,Clint Eastwood,William Goldman,14,100839419.58277778,73618586.24944445,50.0,41.0,69409786.27272727,55916604.45454545,11.0,11.0,48196000.0,32410285.71428572,7.0,6.0,139404131.38495725,119655040.82105008,15.2,10.6,72740984.73333333,61540984.73333333,1.0,0.8,60941100.6,41141100.6,0.6,0.6,35124602.927752525,85124602.92775252,2,1997,1990,spring,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,47000000.0,106072558.0591453,59072558.0591453
19,19,28000000.0,69,2005-09-13,186438883.0,136.0,Walk the Line,Drama,158438883.0,1,Joaquin Phoenix,Reese Witherspoon,Ginnifer Goodwin,Robert Patrick,Tyler Hilton,James Mangold,James Mangold,15,116932874.11904764,81341220.97619048,15.0,9.0,44862187.0,29862187.0,1.0,1.0,44862187.0,29862187.0,1.0,1.0,110164597.09301455,69504312.33258635,13.0,9.2,35639659.60333333,22626887.222380955,1.65,1.0,38712907.16666667,31702573.68333333,0.55,0.5,52897530.55952382,80897530.55952382,9,2005,2000,fall,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,22750000.0,72902128.34817395,50152128.348173946
20,20,30000000.0,70,2004-12-15,216763646.0,132.0,Million Dollar Baby,Drama,186763646.0,1,Clint Eastwood,Hilary Swank,Morgan Freeman,Jay Baruchel,Mike Colter,Clint Eastwood,Paul Haggis,54,67185381.5047619,38388159.28253968,40.0,34.0,75032108.53333333,52470441.86666667,15.0,14.0,98410061.0,91910061.0,1.0,1.0,120160086.91308668,71148321.33339618,27.285714285714285,19.571428571428573,82336544.8357143,61487735.31190475,3.0,2.4285714285714284,36240956.92857143,26133814.07142857,1.1428571428571428,1.0,41108745.01904762,71108745.01904762,12,2004,2000,winter,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,56831894.0,101248315.8744005,44416421.8744005
21,21,5000000.0,71,2000-05-18,109280263.0,110.0,Billy Elliot,Drama,104280263.0,1,Jamie Bell,Julie Walters,Jean Heywood,Jamie Draven,Gary Lewis,Stephen Daldry,Lee Hall,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80966557.12446676,52639537.48557787,12.625,9.125,25364929.8125,17677429.8125,0.5,0.5,6546210.78125,3318085.78125,0.625,0.375,-5000000.0,0.0,5,2000,2000,summer,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,42412500.0,53165743.46848338,10753243.468483381
22,22,20000000.0,73,1998-10-30,23875127.0,119.0,American History X,Drama,3875127.0,1,Edward Norton,Edward Furlong,Beverly D'Angelo,Avery Brooks,Jennifer Lien,Tony Kaye,David McKenna,36,74194427.58333334,49277760.91666666,10.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,91018624.51493056,64622077.25520834,13.125,9.5,56285701.4375,36623201.4375,0.75,0.75,35123849.895833336,28388433.22916667,1.125,1.125,17097213.79166667,37097213.79166667,10,1998,1990,fall,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,37875000.0,73652162.97621527,35777162.97621527
23,23,132000000.0,74,2005-06-28,591739379.0,116.0,War of the Worlds,Adventure,459739379.0,1,Tom Cruise,Dakota Fanning,Miranda Otto,Justin Chatwin,Tim Robbins,Steven Spielberg,David Koepp,69,96796823.79513893,52057240.46180555,33.0,28.0,337693373.375,288974623.375,16.0,14.0,231244616.8333333,183744616.8333333,6.0,6.0,135413023.12311447,93534616.43262626,20.0,14.166666666666664,54111078.70833334,42870912.04166666,1.3333333333333333,1.1666666666666667,35973873.902777776,29475373.902777776,1.1666666666666667,1.0,85245098.58506945,217245098.58506945,6,2005,2000,summer,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46704166.666666664,94762050.9157239,48057884.24905724
24,24,70000000.0,75,1996-12-12,101371017.0,106.0,Mars Attacks!,Comedy,31371017.0,1,Jack Nicholson,Glenn Close,Annette Bening,Pierce Brosnan,Danny DeVito,Tim Burton,Jonathan Gems,9,122757019.82707071,90460252.15030302,30.0,24.0,144083951.5,115083951.5,6.0,5.0,0.0,0.0,0.0,0.0,80099437.3778355,60363486.64190476,14.4,10.8,22029592.6,13528592.6,1.6,1.6,9852247.8,7352247.8,0.4,0.4,63420485.66353536,133420485.66353536,12,1996,1990,winter,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34000000.0,51064514.98891775,17064514.988917753
25,25,2500000.0,76,1995-01-27,5535405.0,101.0,Before Sunrise,Drama,3035405.0,1,Ethan Hawke,Julie Delpy,Andrea Eckert,Hanno Pöschl,Karl Bruckschwaiger,Richard Linklater,Richard Linklater,8,31295544.9,24055544.9,6.0,4.0,4610573.5,1149073.5,2.0,2.0,4610573.5,1149073.5,2.0,2.0,128617544.46875,108773794.46875,8.0,7.0,20097829.166666668,11097829.166666666,1.5,0.5,24008701.0,16008701.0,0.5,0.5,15453059.2,17953059.2,1,1995,1990,spring,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,15500000.0,74357686.81770833,58857686.81770833
26,26,9000000.0,77,2000-10-11,39723096.0,113.0,Memento,Mystery,30723096.0,1,Guy Pearce,Carrie-Anne Moss,Joe Pantoliano,Mark Boone Junior,Stephen Tobolowsky,Christopher Nolan,Christopher Nolan,15,183652542.39880952,142120399.54166666,16.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,92269487.59734528,55514752.84914498,20.0,13.875,33167623.1375,26801373.1375,1.0,0.875,12686276.0625,7498776.0625,0.375,0.25,82826271.19940476,91826271.19940476,10,2000,2000,fall,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,47012500.0,62718555.36742264,15706055.36742264
27,27,15000000.0,116,2005-10-26,85306374.0,124.0,Match Point,Drama,70306374.0,1,Jonathan Rhys Meyers,Scarlett Johansson,Emily Mortimer,Brian Cox,Penelope Wilton,Woody Allen,Woody Allen,14,76465312.75833334,35191135.49166667,19.0,14.0,15479354.0,5729354.0,10.0,5.0,15479354.0,5729354.0,10.0,5.0,72735683.67251222,42164191.35464489,10.5,7.333333333333332,96568599.33333331,83627736.0,1.0,0.8333333333333334,77106084.25,64239417.58333334,0.5,0.5,30972333.37916667,45972333.37916667,10,2005,2000,fall,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,57366666.666666664,84652141.50292277,27285474.83625611
28,28,25000000.0,117,1987-06-03,76270454.0,119.0,The Untouchables,Crime,51270454.0,1,Kevin Costner,Sean Connery,Charles Martin Smith,Andy García,Robert De Niro,Brian De Palma,David Mamet,33,41228155.25,32766735.22916667,22.0,19.0,17035281.2,6435281.2,5.0,2.0,53977250.0,37977250.0,1.0,1.0,40400021.73333333,33002688.4,5.5,5.0,11561315.285714285,6674172.428571427,3.5,2.5,0.0,0.0,0.0,0.0,4131718.225000002,29131718.225,6,1987,1980,summer,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4000000.0,25980668.509523805,21980668.509523805
29,29,150000000.0,118,2005-07-13,474968763.0,115.0,Charlie and the Chocolate Factory,Adventure,324968763.0,1,Freddie Highmore,Johnny Depp,David Kelly,Helena Bonham Carter,Noah Taylor,Tim Burton,Roald Dahl,56,118202764.96,74087173.45333333,25.0,18.0,165707702.3,114307702.3,10.0,9.0,57792393.5,51542393.5,2.0,2.0,107961377.86466809,68773909.27391684,19.625,14.25,75592708.2625,48769633.2625,2.125,2.125,6276735.0625,3620485.0625,0.375,0.375,-8044766.370000005,141955233.63,7,2005,2000,summer,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59500000.0,91777043.06358404,32277043.063584045
30,30,93000000.0,120,2001-12-18,871368364.0,178.0,The Lord of the Rings: The Fellowship of the Ring,Adventure,778368364.0,1,Elijah Wood,Ian McKellen,Viggo Mortensen,Sean Astin,Liv Tyler,Peter Jackson,Peter Jackson,64,55622188.4952381,27694569.447619043,17.0,9.0,29359216.0,-640784.0,1.0,0.0,29359216.0,-640784.0,1.0,0.0,111624065.22944948,74085449.63583839,19.7,14.3,91681415.58333331,67973082.25,1.7,1.2,15032273.6,12307273.6,0.2,0.2,-50509297.75238095,42490702.24761905,12,2001,2000,winter,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47000000.0,101652740.4063914,54652740.4063914
31,31,79000000.0,121,2002-12-18,926287400.0,179.0,The Lord of the Rings: The Two Towers,Adventure,847287400.0,1,Elijah Wood,Ian McKellen,Viggo Mortensen,Sean Astin,Liv Tyler,Peter Jackson,Peter Jackson,24,267866150.90833336,222391984.24166664,22.0,14.0,450363790.0,388863790.0,2.0,1.0,450363790.0,388863790.0,2.0,1.0,121196371.33884226,81003665.01560546,25.5,19.375,87947098.203125,66691443.44122024,4.0,3.375,26747879.0,1372879.0,0.5,0.25,280114970.45416665,359114970.45416665,12,2002,2000,winter,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43562500.0,104571734.77098364,61009234.77098364
32,32,94000000.0,122,2003-12-01,1118888979.0,201.0,The Lord of the Rings: The Return of the King,Adventure,1024888979.0,1,Elijah Wood,Ian McKellen,Viggo Mortensen,Sean Astin,Liv Tyler,Peter Jackson,Peter Jackson,68,397842484.79555553,343665818.12888885,28.0,20.0,609004993.3333334,541671660.0,3.0,2.0,609004993.3333334,541671660.0,3.0,2.0,93146180.74344233,53198750.69736972,15.375,11.25,71125642.97916666,44071476.3125,1.75,1.625,55739585.875,37989585.875,0.5,0.5,409423739.06444436,503423739.06444436,12,2003,2000,winter,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62571152.125,82135911.86130449,19564759.73630449
33,33,4000000.0,123,1978-11-15,30471420.0,132.0,The Lord of the Rings,Adventure,26471420.0,1,Christopher Guard,William Squire,Michael Scholes,John Hurt,Simon Chandler,Ralph Bakshi,Chris Conkling,5,3713768.0,2713768.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2143116.0,1856884.0,11,1978,1970,winter,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100000.0,0.0,-100000.0
34,34,26000000.0,134,2000-08-30,71868327.0,106.0,"O Brother, Where Art Thou?",Action,45868327.0,1,George Clooney,John Turturro,Tim Blake Nelson,John Goodman,Holly Hunter,Joel Coen,Joel Coen,7,99119244.79861112,63687300.35416667,25.0,17.0,20975691.6,13475691.6,5.0,3.0,25256650.75,16256650.75,4.0,2.0,67818763.94548701,41507935.166951664,18.5,12.166666666666664,963647.5,-2369685.833333333,0.16666666666666666,0.0,3890261.333333334,2890261.333333333,0.16666666666666666,0.16666666666666666,34047468.199305564,60047468.19930557,8,2000,2000,fall,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36140582.5,34391205.722743504,-1749376.7772564963
35,35,14600000.0,137,1993-02-11,70906973.0,101.0,Groundhog Day,Romance,56306973.0,1,Bill Murray,Andie MacDowell,Chris Elliott,Stephen Tobolowsky,Brian Doyle-Murray,Harold Ramis,Danny Rubin,12,59173159.6111111,21950937.388888888,10.0,8.0,37851472.333333336,25851472.33333333,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33912315.97222222,48512315.97222222,2,1993,1990,spring,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,900000.0,0.0,-900000.0
36,36,6000000.0,141,2001-01-18,1270522.0,114.0,Donnie Darko,Fantasy,-4729478.0,0,Jake Gyllenhaal,Jena Malone,Patrick Swayze,Maggie Gyllenhaal,Drew Barrymore,Richard Kelly,Richard Kelly,15,137871587.79464287,114893909.22321428,15.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66026069.03833334,33305664.709329,9.714285714285714,7.2857142857142865,12882669.714285715,3168384.0,0.42857142857142855,0.14285714285714285,1824193.0714285718,-461521.2142857143,0.2857142857142857,0.14285714285714285,62935793.89732143,68935793.89732143,1,2001,2000,spring,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,17842857.14285714,39454369.37630953,21611512.233452387
37,37,14000000.0,142,2005-09-10,178043761.0,134.0,Brokeback Mountain,Drama,164043761.0,1,Heath Ledger,Jake Gyllenhaal,Michelle Williams,Anne Hathaway,Randy Quaid,Ang Lee,Larry McMurtry,19,45149104.68666667,14855771.353333335,26.0,15.0,129327105.66666669,72327105.66666667,3.0,2.0,29133000.0,27833000.0,1.0,1.0,113753785.5646336,72828584.8137292,12.45,8.9,31416413.67,20503641.28904762,1.55,0.95,39499366.516666666,31804033.03333333,0.55,0.5,73238105.17666668,87238105.17666668,9,2005,2000,fall,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,23450000.0,72585099.6173168,49135099.6173168
38,38,12000000.0,150,1982-12-07,78868508.0,96.0,48 Hrs.,Thriller,66868508.0,1,Nick Nolte,Eddie Murphy,Annette O'Toole,Frank McRae,James Remar,Walter Hill,Roger Spottiswoode,11,17102680.0,11102680.0,2.0,2.0,19142614.0,12142614.0,2.0,2.0,0.0,0.0,0.0,0.0,33911548.20436508,22837989.89087301,7.333333333333332,6.166666666666668,19845579.666666668,15253079.666666664,1.5,1.3333333333333333,2985687.5,517354.16666666674,0.3333333333333333,0.3333333333333333,6122647.0,18122647.0,12,1982,1980,winter,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,12500000.0,26878563.935515873,14378563.935515873
